49444000,0.0028,0,2023-11-12 6:44,49454000,0.0045,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49449000,1.9902,0,2023-11-12 6:44,49450000,0.0122,1,2023-11-12 6:44
49448000,0.168,0,2023-11-12 6:44,49451000,0.0006,1,2023-11-12 6:44
49447000,0.0022,0,2023-11-12 6:44,49452000,0.0022,1,2023-11-12 6:44
49446000,0.2336,0,2023-11-12 6:44,49453000,0.0018,1,2023-11-12 6:44
49445000,0.0051,0,2023-11-12 6:44,49454000,0.0045,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49449000,2.0156,0,2023-11-12 6:44,49450000,0.0122,1,2023-11-12 6:44
49448000,0.168,0,2023-11-12 6:44,49451000,0.0006,1,2023-11-12 6:44
49447000,0.0022,0,2023-11-12 6:44,49452000,0.0022,1,2023-11-12 6:44
49446000,0.2336,0,2023-11-12 6:44,49453000,0.0018,1,2023-11-12 6:44
49445000,0.0051,0,2023-11-12 6:44,49454000,0.0045,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49449000,2.0156,0,2023-11-12 6:44,49450000,0.0122,1,2023-11-12 6:44
49448000,0.168,0,2023-11-12 6:44,49451000,0.0006,1,2023-11-12 6:44
49447000,0.0022,0,2023-11-12 6:44,49452000,0.0022,1,2023-11-12 6:44
49446000,0.2336,0,2023-11-12 6:44,49453000,0.0018,1,2023-11-12 6:44
49445000,0.0051,0,2023-11-12 6:44,49454000,0.0045,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49449000,2.0086,0,2023-11-12 6:44,49450000,0.0044,1,2023-11-12 6:44
49448000,0.168,0,2023-11-12 6:44,49451000,0.0006,1,2023-11-12 6:44
49447000,0.0022,0,2023-11-12 6:44,49452000,0.0022,1,2023-11-12 6:44
49446000,0.2336,0,2023-11-12 6:44,49453000,0.0018,1,2023-11-12 6:44
49445000,0.0923,0,2023-11-12 6:44,49454000,0.0045,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49450000,0.0013,0,2023-11-12 6:44,49451000,0.0006,1,2023-11-12 6:44
49449000,0.0187,0,2023-11-12 6:44,49452000,0.0022,1,2023-11-12 6:44
49448000,0.168,0,2023-11-12 6:44,49453000,0.0018,1,2023-11-12 6:44
49447000,0.0022,0,2023-11-12 6:44,49454000,0.0045,1,2023-11-12 6:44
49446000,0.2336,0,2023-11-12 6:44,49455000,0.0006,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49450000,0.0013,0,2023-11-12 6:44,49451000,0.0006,1,2023-11-12 6:44
49449000,0.0208,0,2023-11-12 6:44,49452000,0.0022,1,2023-11-12 6:44
49448000,2.168,0,2023-11-12 6:44,49453000,0.0018,1,2023-11-12 6:44
49447000,0.0022,0,2023-11-12 6:44,49454000,0.0045,1,2023-11-12 6:44
49446000,0.2336,0,2023-11-12 6:44,49455000,0.0006,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49451000,0.0044,0,2023-11-12 6:44,49453000,0.0028,1,2023-11-12 6:44
49450000,0.0231,0,2023-11-12 6:44,49454000,0.0045,1,2023-11-12 6:44
49449000,0.0208,0,2023-11-12 6:44,49455000,0.0006,1,2023-11-12 6:44
49448000,2.168,0,2023-11-12 6:44,49456000,0.0018,1,2023-11-12 6:44
49447000,0.0022,0,2023-11-12 6:44,49457000,0.0036,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49454000,0.0041,0,2023-11-12 6:44,49456000,0.0018,1,2023-11-12 6:44
49453000,0.0019,0,2023-11-12 6:44,49457000,0.0036,1,2023-11-12 6:44
49452000,0.0028,0,2023-11-12 6:44,49458000,0.0042,1,2023-11-12 6:44
49451000,0.0044,0,2023-11-12 6:44,49459000,0.0128,1,2023-11-12 6:44
49450000,0.0231,0,2023-11-12 6:44,49460000,0.0112,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49452000,0.0217,0,2023-11-12 6:44,49455000,0.004,1,2023-11-12 6:44
49451000,0.0044,0,2023-11-12 6:44,49456000,0.0043,1,2023-11-12 6:44
49450000,2.0042,0,2023-11-12 6:44,49458000,0.0042,1,2023-11-12 6:44
49449000,0.0853,0,2023-11-12 6:44,49459000,0.0128,1,2023-11-12 6:44
49448000,0.2489,0,2023-11-12 6:44,49460000,0.0112,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49453000,0.0044,0,2023-11-12 6:44,49454000,0.0019,1,2023-11-12 6:44
49452000,0.0028,0,2023-11-12 6:44,49457000,0.0023,1,2023-11-12 6:44
49451000,0.0232,0,2023-11-12 6:44,49458000,0.0042,1,2023-11-12 6:44
49450000,2.0042,0,2023-11-12 6:44,49459000,0.0128,1,2023-11-12 6:44
49449000,0.0853,0,2023-11-12 6:44,49460000,0.0112,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49453000,0.0023,0,2023-11-12 6:44,49454000,0.0019,1,2023-11-12 6:44
49452000,0.0028,0,2023-11-12 6:44,49457000,0.0023,1,2023-11-12 6:44
49451000,0.0232,0,2023-11-12 6:44,49458000,0.0042,1,2023-11-12 6:44
49450000,2.0029,0,2023-11-12 6:44,49459000,0.0128,1,2023-11-12 6:44
49449000,0.0853,0,2023-11-12 6:44,49460000,0.0112,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49453000,0.0023,0,2023-11-12 6:44,49454000,0.0019,1,2023-11-12 6:44
49452000,0.0028,0,2023-11-12 6:44,49457000,0.0023,1,2023-11-12 6:44
49451000,0.0232,0,2023-11-12 6:44,49458000,0.0042,1,2023-11-12 6:44
49450000,2.0029,0,2023-11-12 6:44,49459000,0.0128,1,2023-11-12 6:44
49449000,0.0019,0,2023-11-12 6:44,49460000,0.0112,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49454000,0.0981,0,2023-11-12 6:44,49457000,0.0023,1,2023-11-12 6:44
49453000,0.0023,0,2023-11-12 6:44,49458000,0.0042,1,2023-11-12 6:44
49452000,0.0028,0,2023-11-12 6:44,49459000,0.0128,1,2023-11-12 6:44
49451000,0.0232,0,2023-11-12 6:44,49460000,0.0112,1,2023-11-12 6:44
49450000,2.0029,0,2023-11-12 6:44,49461000,0.0316,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49455000,2.0037,0,2023-11-12 6:44,49457000,0.0023,1,2023-11-12 6:44
49454000,0.0998,0,2023-11-12 6:44,49458000,0.0042,1,2023-11-12 6:44
49453000,0.0023,0,2023-11-12 6:44,49459000,0.0128,1,2023-11-12 6:44
49452000,0.0216,0,2023-11-12 6:44,49460000,0.0112,1,2023-11-12 6:44
49451000,0.0044,0,2023-11-12 6:44,49461000,0.008,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49454000,0.0998,0,2023-11-12 6:44,49457000,0.0023,1,2023-11-12 6:44
49453000,0.0023,0,2023-11-12 6:44,49458000,0.0042,1,2023-11-12 6:44
49452000,0.0028,0,2023-11-12 6:44,49459000,0.0128,1,2023-11-12 6:44
49451000,0.0044,0,2023-11-12 6:44,49460000,0.0112,1,2023-11-12 6:44
49450000,0.0029,0,2023-11-12 6:44,49461000,0.008,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
49455000,2,0,2023-11-12 6:44,49456000,0.0037,1,2023-11-12 6:44
49454000,0.0998,0,2023-11-12 6:44,49457000,0.0023,1,2023-11-12 6:44
49453000,0.0023,0,2023-11-12 6:44,49458000,0.0042,1,2023-11-12 6:44
49452000,0.0028,0,2023-11-12 6:44,49459000,0.0128,1,2023-11-12 6:44
49451000,0.0044,0,2023-11-12 6:44,49460000,0.0112,1,2023-11-12 6:44
price,quantity,type,timestamp,price,quantity,type,timestamp
